line,station,pm25,longitude,latitude
Bakerloo,Warwick Avenue,277,-0.183681927779527,51.5232683026151
Bakerloo,Waterloo,205,-0.11406591406559,51.5035011566721
Bakerloo,Wembley Central,35,-0.296865352549774,51.5523297792229
Bakerloo,Willesden Junction,21,-0.24428551679169,51.532194246579
Metropolitan,Aldgate,29,-0.0756155393583119,51.5142701385097
Metropolitan,Amersham,16,-0.607482114730753,51.6741488115231
Metropolitan,Baker Street,42,-0.156907095550195,51.5230574801318
Metropolitan,Barbican,35,-0.0977101689484825,51.5201430089585
Metropolitan,Chalfont & Latimer,28,-0.560528943557499,51.6680258562081
Metropolitan,Chesham,24,-0.611223087596524,51.7050349036835
Metropolitan,Chorleywood,24,-0.518364276398269,51.6542205126839
Metropolitan,Croxley,25,-0.4417181328514,51.647042053716
Metropolitan,Eastcote,29,-0.396839612015476,51.5764974544914
Metropolitan,Euston Square,45,-0.135831007651795,51.5255570566441
Metropolitan,Farringdon,34,-0.105063463561319,51.5204418869053
Metropolitan,Finchley Road,24,-0.180498818533294,51.5470668977089
Metropolitan,Great Portland Street,48,-0.143949941020566,51.5237164493735
Metropolitan,Harrow on the Hill,30,-0.337018232077699,51.5793248693329
Metropolitan,Hillingdon,28,-0.449928955707834,51.5537142543158
Metropolitan,Ickenham,28,-0.442030467130046,51.5619813206062
Metropolitan,King's Cross St. Pancras,40,-0.12385439526953,51.5303929190998
Metropolitan,Liverpool Street,33,-0.0829663422507892,51.5173490726454
Metropolitan,Moor Park,29,-0.432659877415135,51.6297287643203
Metropolitan,Moorgate,31,-0.0890062924197783,51.5183648779609
Metropolitan,North Harrow,24,-0.362222889438958,51.5847958454597
Metropolitan,Northwick Park,26,-0.318210824655916,51.5785892718107
Metropolitan,Northwood,23,-0.423854079587549,51.611159194315
Metropolitan,Northwood Hills,23,-0.409293160520413,51.6004960084266
Metropolitan,Pinner,25,-0.380917294847489,51.5928603972737
Metropolitan,Preston Road,26,-0.295263147780848,51.5720355476408
Metropolitan,Rayners Lane,27,-0.371003786525323,51.5749727121712
Metropolitan,Rickmansworth,21,-0.473715272247198,51.6402686973638
Metropolitan,Ruislip,29,-0.421461749942457,51.5714449233126
Metropolitan,Ruislip Manor,30,-0.412339167812516,51.5731832369755
Metropolitan,Uxbridge,31,-0.478138579007403,51.5464941672574
Metropolitan,Watford,28,-0.417276258670647,51.6574246684405
Metropolitan,Wembley Park,31,-0.279244922709806,51.5632591005855
Metropolitan,West Harrow,28,-0.352921139117565,51.5797739335601
Docklands Light Railway,Abbey Road,4,0.00399997090435369,51.5319999954892
Docklands Light Railway,All Saints,4,-0.0127458205133258,51.5110095309662
Docklands Light Railway,Bank,68,-0.0889155896595293,51.5133005871853
Docklands Light Railway,Beckton,4,0.0609397047426822,51.5151334314444
Docklands Light Railway,Beckton Park,4,0.0548959595801836,51.5089445612071
Docklands Light Railway,Blackwall,4,-0.00710310474759815,51.508215980423
Docklands Light Railway,Bow Church,4,-0.0206852453367832,51.5273305446436
Docklands Light Railway,Canary Wharf,4,-0.0194248127094569,51.5035506956234
Docklands Light Railway,Canning Town,4,0.00817443720763503,51.5138365875392
Docklands Light Railway,Crossharbour & London Arena,4,-0.0146075576392002,51.4956995690833
Docklands Light Railway,Custom House,4,0.0276857372885878,51.5095440824557
Docklands Light Railway,Cutty Sark,25,-0.010851867174164,51.4816972466273
Docklands Light Railway,Cyprus,3,0.0635357426620149,51.5087928542111
Docklands Light Railway,Deptford Bridge,8,-0.0215565714668252,51.474288526386196
Docklands Light Railway,Devons Road,4,-0.0172186267768534,51.5221731704279
Docklands Light Railway,East India,4,-0.00274380779347066,51.5090410887052
Docklands Light Railway,Elverson Road,5,-0.0174735040542753,51.4688239302097
Docklands Light Railway,Gallions Reach,3,0.0722162244931934,51.509539067717
Docklands Light Railway,Greenwich,13,-0.0142057563163218,51.4777613372466
Docklands Light Railway,Heron Quays,4,-0.0217511736820427,51.5030683873021
Docklands Light Railway,Island Gardens,10,-0.00948296479112238,51.486673957426
Docklands Light Railway,King George V,20,0.0627779709866291,51.5019719955236
Docklands Light Railway,Langdon Park,4,-0.0140000290711185,51.5149999954592
Docklands Light Railway,Lewisham,3,-0.0147133797008178,51.466070415659
Docklands Light Railway,Limehouse,5,-0.039718000148008,51.5124976110707
Docklands Light Railway,London City Airport,14,0.0488889709775648,51.5036109955115
Docklands Light Railway,Mudchute,10,-0.015084174396733801,51.4903659841853
Docklands Light Railway,Pontoon Dock,8,0.0319439709729333,51.5022219954941
Docklands Light Railway,Poplar,4,-0.0172221847517543,51.5074882325672
Docklands Light Railway,Prince Regent,4,0.0332961725911756,51.5093210461176
Docklands Light Railway,Pudding Mill Lane,4,-0.0131692052001553,51.5343975802447
Docklands Light Railway,Royal Albert,4,0.0462158378841426,51.5081970609704
Docklands Light Railway,Royal Victoria,4,0.0180810105934172,51.5090622789654
Docklands Light Railway,Shadwell,11,-0.0569078642015404,51.5112279441505
Docklands Light Railway,South Quay,4,-0.0190946056072136,51.5005325754804
Docklands Light Railway,Star Lane,4,0.00419997092592157,51.520699995481
Docklands Light Railway,Stratford,7,-0.00319174020653238,51.5413053643912
Docklands Light Railway,Stratford High Street,7,-6.00029108850461e-4,51.5378999954892
Docklands Light Railway,Stratford International,4,-0.00860002912544771,51.5447999954866
Docklands Light Railway,West Ham,3,0.00504268288418963,51.5281795214982
Docklands Light Railway,West India Quay,4,-0.0201411208381573,51.5066382806321
Docklands Light Railway,West Silvertown,6,0.022499970967812,51.5027779954854
Docklands Light Railway,Westferry,3,-0.0257988597008238,51.5094314532638
Docklands Light Railway,Woolwich Arsenal,10,0.0689999710119645,51.4899999955208
Central,Bank,213,-0.0889155896595293,51.5133005871853
Central,Barkingside,31,0.088517027003398,51.5857871021065
Central,Bethnal Green,230,-0.0554353303885137,51.5271923778772
Central,Bond Street,367,-0.149339587317781,51.5138019597401
Central,Chancery Lane,349,-0.111674778791681,51.5181205260754
Central,Ealing Broadway,10,-0.30150387811454,51.5149171042746
Central,East Acton,15,-0.24750921711576301,51.5165777367966
Central,Fairlop,12,0.0909345558274624,51.595680966547
Central,Gants Hill,55,0.0661100876655891,51.5764896648721
Central,Greenford,7,-0.346443866829608,51.5423022098967
Central,Hainault,9,0.0931237618256298,51.6037263559642
Central,Hanger Lane,18,-0.293012902601363,51.5300088622931
Central,Holborn,338,-0.120005211266556,51.5174360252702
Central,Holland Park,123,-0.205729131810459,51.5073313162526
Central,Lancaster Gate,260,-0.175432799034059,51.5118187715188
Central,Leyton,43,-0.00561623594626306,51.5564362224647
Central,Leytonstone,58,0.00821661574546471,51.5681874187232
Central,Liverpool Street,296,-0.0829663422507892,51.5173490726454
Central,Marble Arch,307,-0.158444217834347,51.5135406022116
Central,Mile End,186,-0.0334108387183889,51.5250896089283
Central,Newbury Park,56,0.0903435338818181,51.5755748465058
Central,North Acton,14,-0.25973192201439,51.5233691019247
Central,Northolt,8,-0.368457253423259,51.5481495946946
Central,Notting Hill Gate,200,-0.196539274263939,51.5090607970822
Central,Oxford Circus,338,-0.141762740053752,51.5151209634782
Central,Perivale,28,-0.323854131270201,51.5365952938359
Central,Queensway,277,-0.187437156488682,51.510377263814
Central,Redbridge,75,0.0454200625109605,51.5763036005583
Central,Ruislip Gardens,19,-0.411032297156913,51.5605855422584
Central,Shepherd's Bush,118,-0.226303470689641,51.5055580192115
Central,South Ruislip,16,-0.398653032538504,51.5565146651037
Central,St. Paul's,256,-0.0975724974977399,51.5147992010715
Central,Stratford,136,-0.00319174020653238,51.5413053643912
Central,Tottenham Court Road,298,-0.130865576538891,51.5162067643653
Central,Wanstead,35,0.0287448202075677,51.5755229696169
Central,West Acton,8,-0.280999513432893,51.5178646422853
Central,West Ruislip,10,-0.437891136118741,51.569524633157
Central,White City,11,-0.224252829895808,51.5119745541657
Hammersmith & City,Aldgate East,42,-0.072288898066186,51.515231670986
Hammersmith & City,Baker Street,57,-0.156907095550195,51.5230574801318
Hammersmith & City,Barbican,25,-0.0977101689484825,51.5201430089585
Hammersmith & City,Barking,4,0.0808571498882476,51.5394488616848
Hammersmith & City,Bow Road,76,-0.0248170692999619,51.5267976888314
Hammersmith & City,Bromley-by-Bow,40,-0.0116566951412326,51.5247678155014
Hammersmith & City,East Ham,4,0.0514729275731952,51.5389232813123
Hammersmith & City,Edgware Road Circle,39,-0.167671498643532,51.5199168978625
Hammersmith & City,Euston Square,54,-0.135831007651795,51.5255570566441
Hammersmith & City,Farringdon,45,-0.105063463561319,51.5204418869053
Hammersmith & City,Goldhawk Road,4,-0.226746142348371,51.5019497586583
Hammersmith & City,Great Portland Street,99,-0.143949941020566,51.5237164493735
Hammersmith & City,Hammersmith,4,-0.222399662053271,51.4925677962556
Hammersmith & City,King's Cross St. Pancras,69,-0.12385439526953,51.5303929190998
Hammersmith & City,Ladbroke Grove,5,-0.210862187601604,51.5171845005915
Hammersmith & City,Latimer Road,4,-0.217778623910018,51.5135399563404
Hammersmith & City,Liverpool Street,36,-0.0829663422507892,51.5173490726454
Hammersmith & City,Mile End,45,-0.0334108387183889,51.5250896089283
Hammersmith & City,Moorgate,22,-0.0890062924197783,51.5183648779609
Hammersmith & City,Paddington,19,-0.175394293305568,51.515307249534
Hammersmith & City,Plaistow,5,0.0178062776497074,51.5312159927125
Hammersmith & City,Royal Oak,9,-0.188233000226284,51.5190133201388
Hammersmith & City,Shepherd's Bush Market,4,-0.226303470689641,51.5055580192115
Hammersmith & City,Stepney Green,74,-0.0464636979729374,51.5219085262753
Hammersmith & City,Upton Park,5,0.0352725794471313,51.5352307177136
Hammersmith & City,West Ham,17,0.00504268288418963,51.5281795214982
Hammersmith & City,Westbourne Park,4,-0.200885345927106,51.5209166272001
Hammersmith & City,Whitechapel,63,-0.0599883533363733,51.519453211743
Hammersmith & City,Wood Lane,4,-0.224200029153065,51.5097999952518
